IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
70,"Population by age and sex - broad age groups","Population by age and sex - broad age groups","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",76,"2025",4,"Median",3,"Both sexes",26,15,null,"15+",0,"Not applicable",1,"Model-based Estimates",3,"Projection",14770427.5
70,"Population by age and sex - broad age groups","Population by age and sex - broad age groups","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",77,"2026",4,"Median",3,"Both sexes",26,15,null,"15+",0,"Not applicable",1,"Model-based Estimates",3,"Projection",15000482.5
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",41,"1990",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",59.88381570638662
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",42,"1991",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",59.74961656523255
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",43,"1992",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",59.64068049131675
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",44,"1993",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",59.515261446344475
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",45,"1994",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",59.30536824881993
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",46,"1995",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",58.85908458984739
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",47,"1996",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",58.08186423817782
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",48,"1997",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",56.960261487427424
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",49,"1998",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",55.52860946144351
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",50,"1999",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",53.88092261800607
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",51,"2000",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",52.27573405804878
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",52,"2001",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",50.88929752153584
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",53,"2002",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",49.71527979318459
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",54,"2003",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",48.79287878822954
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",55,"2004",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",48.143899460560675
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",56,"2005",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47.688381084297475
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",57,"2006",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47.35699569427952
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",58,"2007",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47.11172059221619
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",59,"2008",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",46.93565844320805
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",60,"2009",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",46.77078540185874
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",61,"2010",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",46.79150114983756
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",62,"2011",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47.291874523152764
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",63,"2012",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",48.26661868978124
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",64,"2013",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",49.530987273195244
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",65,"2014",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",50.979714798152386
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",66,"2015",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",52.520758556809845
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",67,"2016",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",54.03187692279302
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",68,"2017",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",55.414794973281005
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",69,"2018",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",56.523558487563584
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",70,"2019",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",57.46558475494537
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",71,"2020",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",58.37650988540453
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",72,"2021",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",59.38483031801965
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",73,"2022",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",60.287085493087616
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",74,"2023",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",60.89393574627101
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",75,"2024",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",3,"Projection",61.359328452881826
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",76,"2025",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",3,"Projection",61.65560196112488
86,"Total dependency ratio","Total dependency ratio","World Population Prospects",2024,"United Nations Population Division",398,"Kazakhstan","KZ","KAZ",77,"2026",4,"Median",3,"Both sexes",1015,1465,1564,"[0-14 and 65+/15-64]",0,"Not applicable",1,"Model-based Estimates",3,"Projection",61.79658553582428
